title,type,release_year,runtime (mins),main_genre,countries,streaming_service,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,director
Mujeres arriba,MOVIE,2020,100,comedy,CL,Netflix,3.8,471,5.945,7.5,Andres Feddersen
Psycho,MOVIE,2020,134,drama,IN,Netflix,6.2,4153,3.872,4.6,Mysskin
Jai Mummy Di,MOVIE,2020,103,comedy,IN,Netflix,3.7,946,2.23,6.6,Navjot Gulati
Malang,MOVIE,2020,135,romance,IN,Netflix,6.5,10490,4.904,7.4,Mohit Suri
The Kissing Booth 2,MOVIE,2020,134,comedy,GB,Netflix,5.7,31123,57.949,7.793,Vince Marcello
Bhangra Paa Le,MOVIE,2020,131,music,IN,Netflix,6.2,361,3.101,5.8,Sneha Taurani
Uncorked,MOVIE,2020,104,drama,US,Netflix,6.4,5588,8.757,6.1,Prentice Penny
Extraction,MOVIE,2020,116,crime,US,Netflix,6.7,196105,51.91,7.4,Sam Hargrave
Sergio,MOVIE,2020,118,drama,"JO,TH,US,AL",Netflix,6.2,9698,11.893,6.7,Carlos Caro
The Last Blockbuster,MOVIE,2020,86,documentation,US,Netflix,6.7,5448,8.213,6.6,Taylor Morden
Spenser Confidential,MOVIE,2020,111,action,US,Netflix,6.2,86593,21.502,6.545,Peter Berg
Occupation: Rainfall,MOVIE,2020,128,scifi,AU,Netflix,5.2,14219,16.63,6.5,Luke Sparke
Friendsgiving,MOVIE,2020,95,comedy,US,Netflix,4.4,2875,6.446,4.6,Nicol Paone
Offering to the Storm,MOVIE,2020,139,crime,"DE,ES",Netflix,6.2,6391,18.674,6.5,Fernando González Molina
Dragon Rider,MOVIE,2020,91,animation,"ES,BE,DE",Netflix,5.6,1597,14.144,7.3,Tomer Eshed
Nasha Natasha,MOVIE,2020,83,documentation,UY,Netflix,6.3,305,2.051,6.7,Martín Sastre
Love Wedding Repeat,MOVIE,2020,100,comedy,"GB,IT",Netflix,5.5,20412,10.708,5.66,Dean Craig
Your Name Engraved Herein,MOVIE,2020,118,drama,TW,Netflix,7.2,5938,9.885,8.2,Kuang-Hui Liu
Rose Island,MOVIE,2020,117,drama,IT,Netflix,7,20555,12.682,7.1,Sydney Sibilia
Sightless,MOVIE,2020,89,drama,US,Netflix,5.5,8368,9.633,7,Cooper Karl
The Prom,MOVIE,2020,130,comedy,US,Netflix,5.9,26197,1.596,6.2,Ryan Murphy
The Rental,MOVIE,2020,88,drama,US,Netflix,5.7,30613,53.311,5.6,Dave Franco
Night in Paradise,MOVIE,2020,131,thriller,KR,Netflix,6.7,6747,61.796,6.9,Park Hoon-jung
The Stronghold,MOVIE,2020,105,crime,FR,Netflix,6.9,10013,100.742,7.479,Cédric Jimenez
After We Collided,MOVIE,2020,105,drama,US,Netflix,5,30522,236.101,7.251,Roger Kumble
How I Became a Super Hero,MOVIE,2020,97,action,FR,Netflix,5.8,5194,125.201,6.2,Douglas Attal
Coffee & Kareem,MOVIE,2020,88,crime,US,Netflix,5.1,13535,11.17,5.5,Michael Dowse
Double World,MOVIE,2020,110,fantasy,"CN,HK",Netflix,6.1,4160,14.66,6.7,Teddy Chan
The Forgotten Battle,MOVIE,2020,124,drama,"BE,LT,NL",Netflix,7.1,27275,33.974,7.2,Matthijs van Heijningen Jr.
Menendez: The Day of the Lord,MOVIE,2020,93,drama,"ES,MX",Netflix,4.9,1008,4.112,5.8,Santiago Alvarado Ilarri
Dear Mother,MOVIE,2020,98,comedy,"BE,FR",Netflix,5.8,1425,7.182,5.9,Laurent Lafitte
"Berlin, Berlin",MOVIE,2020,80,comedy,DE,Netflix,3.8,543,6.306,5.5,Franziska Meyer Price
#Alive,MOVIE,2020,98,horror,KR,Netflix,6.3,38313,58.967,7.3,Il Cho
Ma Rainey's Black Bottom,MOVIE,2020,94,drama,US,Netflix,6.9,50988,10.662,6.7,George C. Wolfe
Mank,MOVIE,2020,131,comedy,US,Netflix,6.8,72295,13.068,6.8,David Fincher
The Forty-Year-Old Version,MOVIE,2020,123,comedy,US,Netflix,7.2,5003,11.646,6.9,Radha Blank
Crazy Awesome Teachers,MOVIE,2020,101,comedy,ID,Netflix,6.1,452,4.187,5.3,Sammaria Simanjuntak
Into the Beat,MOVIE,2020,102,music,DE,Netflix,5.3,1345,7.671,6.4,Stefan Westerwelle
Lingua Franca,MOVIE,2020,95,drama,"PH,US",Netflix,6.5,698,2.528,6.1,Isabel Sandoval
Disappearance at Clifton Hill,MOVIE,2020,100,thriller,CA,Netflix,5.4,3612,5.746,5.4,Albert Shin
Over the Moon,MOVIE,2020,95,comedy,"CN,US",Netflix,6.3,22034,75.251,7.3,Glen Keane
The Lost Okoroshi,MOVIE,2020,94,action,NG,Netflix,5.8,175,1.196,6.6,Abba Makama
The Boys in the Band,MOVIE,2020,121,drama,US,Netflix,6.8,15376,11.082,6.8,Joe Mantello
Calm with Horses,MOVIE,2020,100,crime,"IE,GB",Netflix,6.8,5649,6.1,6.4,Nick Rowland
One Day We'll Talk About Today,MOVIE,2020,121,drama,ID,Netflix,7.4,1155,2.614,7.8,Angga Dwimas Sasongko
The Crimes That Bind,MOVIE,2020,99,crime,AR,Netflix,6.7,3973,10.408,6.4,Sebastián Schindel
365 Days,MOVIE,2020,114,romance,PL,Netflix,3.3,84940,48.792,7.044,Barbara Bialowas
Airplane Mode,MOVIE,2020,96,comedy,BR,Netflix,5.1,2603,11.49,6.3,César Rodrigues
The Midnight Sky,MOVIE,2020,118,drama,US,Netflix,5.6,82362,22.231,5.8,George Clooney
I Care a Lot,MOVIE,2020,118,drama,"GB,US",Netflix,6.3,129321,30.192,6.6,J Blakeson
Sky High,MOVIE,2020,121,action,ES,Netflix,5.6,3532,27.138,6.217,Daniel Calparsoro
Go!,MOVIE,2020,102,family,AU,Netflix,5.9,2913,9.409,6.8,Owen Trevor
The Main Event,MOVIE,2020,102,family,US,Netflix,4.8,2327,15.911,6.7,Jay Karas
Eeb Allay Ooo!,MOVIE,2020,97,drama,IN,Netflix,7.2,1586,2.007,8,Prateek Vats
Me Against You: Mr. S's Vendetta,MOVIE,2020,64,comedy,IT,Netflix,1.6,370,8.374,8.2,Gianluca Leuzzi
Fan Girl,MOVIE,2020,100,drama,PH,Netflix,6.6,382,2.273,7.6,Antoinette Jadaone
The Trial of the Chicago 7,MOVIE,2020,130,drama,US,Netflix,7.7,173103,15.07,7.8,Aaron Sorkin
Milea,MOVIE,2020,99,drama,ID,Netflix,6.1,564,3.228,5.7,Pidi Baiq
Whipped,MOVIE,2020,97,drama,ID,Netflix,4,642,2.293,6.4,Chandra Liow
Da 5 Bloods,MOVIE,2020,156,war,US,Netflix,6.5,50520,16.232,6.6,Spike Lee
18 Presents,MOVIE,2020,110,drama,IT,Netflix,6.9,3791,10.49,7.5,Francesco Amato
Ala Vaikunthapurramuloo,MOVIE,2020,165,action,IN,Netflix,7.3,17029,9.691,6.8,Trivikram Srinivas
Miss Americana,MOVIE,2020,85,music,US,Netflix,7.4,19482,16.672,7.9,Lana Wilson
Disclosure,MOVIE,2020,107,documentation,US,Netflix,8.2,5421,13.019,8.2,Sam Feder
Dick Johnson Is Dead,MOVIE,2020,89,documentation,US,Netflix,7.4,6511,7.932,7.4,Kirsten Johnson
His House,MOVIE,2020,93,thriller,GB,Netflix,6.5,39988,27.065,6.5,Remi Weekes
Crip Camp: A Disability Revolution,MOVIE,2020,107,documentation,US,Netflix,7.7,7428,10.547,7.3,James Lebrecht
Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020,96,documentation,US,Netflix,7.2,3312,7.262,7.5,Cristina Costantini
Coded Bias,MOVIE,2020,86,documentation,"US,CN,GB",Netflix,6.7,2311,3.365,7.3,Shalini Kantayya
The Reason I Jump,MOVIE,2020,82,documentation,"US,GB",Netflix,7.5,835,2.638,7.2,Jerry Rothwell
#FriendButMarried 2,MOVIE,2020,104,drama,ID,Netflix,6.9,311,2.063,7.5,Rako Prijanto
Tarung Sarung,MOVIE,2020,115,drama,ID,Netflix,5.9,196,3.165,7.4,Archie Hekagery
A Fall from Grace,MOVIE,2020,120,thriller,US,Netflix,5.8,15341,13.235,7.091,Tyler Perry
Shine Your Eyes,MOVIE,2020,102,drama,"BR,FR",Netflix,6.5,321,3.042,7,Matias Mariani
The Social Dilemma,MOVIE,2020,94,drama,US,Netflix,7.6,80916,20.38,7.5,Jeff Orlowski-Yang
Rogue Warfare: Death of a Nation,MOVIE,2020,103,war,US,Netflix,3.3,380,3.373,4.8,Mike Gunther
Ludo,MOVIE,2020,150,crime,IN,Netflix,7.6,37528,10.329,7.5,Anurag Basu
Hubie Halloween,MOVIE,2020,103,horror,US,Netflix,5.2,48575,18.454,6,Steven Brill
World Famous Lover,MOVIE,2020,156,romance,IN,Netflix,5,3206,2.038,6,Kranthi Madhav
Masameer: The Movie,MOVIE,2020,112,animation,SA,Netflix,5.9,2274,2.473,6.2,Malik Nejer
Jingle Jangle: A Christmas Journey,MOVIE,2020,122,fantasy,US,Netflix,6.4,18374,28.329,6.65,David E. Talbert
Tigertail,MOVIE,2020,91,drama,US,Netflix,6.6,3589,6.618,6.9,Alan Yang
The Old Guard,MOVIE,2020,125,fantasy,US,Netflix,6.6,158247,20.588,7.2,Gina Prince-Bythewood
Eurovision Song Contest: The Story of Fire Saga,MOVIE,2020,123,music,US,Netflix,6.5,92086,10.817,6.4,David Dobkin
The Willoughbys,MOVIE,2020,92,comedy,CA,Netflix,6.3,18662,22.543,7.1,Kris Pearn
Hillbilly Elegy,MOVIE,2020,117,drama,US,Netflix,6.7,41469,12.825,6.8,Ron Howard
Shimla Mirchi,MOVIE,2020,129,romance,IN,Netflix,4.6,1537,2.477,6.376866667,Ramesh Sippy
I Am Vengeance: Retaliation,MOVIE,2020,90,action,GB,Netflix,3.4,3075,10.168,6.1,Ross Boyask
Shikara,MOVIE,2020,118,drama,IN,Netflix,3.3,15092,2.403,4.2,Vidhu Vinod Chopra
Isi & Ossi,MOVIE,2020,113,romance,DE,Netflix,6.4,8309,11.061,6.9,Oliver Kienle
Furtive,MOVIE,2020,84,thriller,AR,Netflix,5.1,328,1.945,6.5,Francisco D'Eufemia
Death Can Wait,MOVIE,2020,91,comedy,CO,Netflix,4.6,105,4.115,6.2,Fernando Ayllón
Jungle Beat: The Movie,MOVIE,2020,84,family,MU,Netflix,5.4,1029,21.935,7,Brent Dawes
Tom Papa: You're Doing Great!,MOVIE,2020,60,comedy,US,Netflix,7.2,866,4.955,6.1,Gregory Jacobs
Altered Carbon: Resleeved,MOVIE,2020,75,scifi,JP,Netflix,6.5,6127,81.179,6.5,Takeru Nakajima
Fortune Feimster: Sweet & Salty,MOVIE,2020,61,comedy,US,Netflix,6.8,997,1.835,6.2,Krysia Plonka
Residue,MOVIE,2020,90,drama,US,Netflix,6.5,576,2.368,5.3,Merawi Gerima
Vir Das: For India,MOVIE,2020,75,comedy,IN,Netflix,7.7,1260,2.277,8.3,Vir Das
Alex Fernández: The Best Comedian in the World,MOVIE,2020,51,comedy,MX,Netflix,6.1,142,0.741,7.5,Alex Díaz
Mutiny of the Worker Bees,MOVIE,2020,100,comedy,MX,Netflix,4.1,478,6.093,7.2,Carlos Morett
Gunjan Saxena: The Kargil Girl,MOVIE,2020,112,action,IN,Netflix,5.6,34567,6.318,7.4,ALi Khan AK
A Whisker Away,MOVIE,2020,104,fantasy,JP,Netflix,6.7,9818,64.583,8,Jun'ichi Satô
Ultras,MOVIE,2020,109,drama,IT,Netflix,6.2,4892,6.74,6.1,Francesco Lettieri
Hunter in the Blue Side of Manchester,MOVIE,2020,89,drama,ID,Netflix,5.7,46,1.488,6.562987966,Rako Prijanto
Amit Tandon: Family Tandoncies,MOVIE,2020,72,comedy,IN,Netflix,7.1,255,1.388,6.7,Nishant Nayak
Captain Underpants: Epic Choice-o-rama,MOVIE,2020,37,comedy,US,Netflix,6.4,80,4.5,8,Todd Grimes
Thomas & Friends: Marvelous Machinery,MOVIE,2020,59,fantasy,US,Netflix,6.1,16,1.21,2,Joey So
Night on Earth: Shot in the Dark,MOVIE,2020,59,documentation,US,Netflix,7.7,306,1.982,7.2,
David Attenborough: A Life on Our Planet,MOVIE,2020,83,documentation,GB,Netflix,8.9,31625,15.935,8.5,Alastair Fothergill
Road to Roma,MOVIE,2020,73,documentation,MX,Netflix,7.7,656,2.964,8.1,Andres Clariond
Leyla Everlasting,MOVIE,2020,112,comedy,TR,Netflix,3.7,7499,2.482,3.8,Ezel Akay
Varane Avashyamund,MOVIE,2020,145,comedy,IN,Netflix,6.9,2803,3.258,7,Anoop Sathyan
Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,61,comedy,US,Netflix,7.4,3791,4.627,7.266,Marcus Raboy
Asphalt Goddess,MOVIE,2020,126,drama,MX,Netflix,4.9,177,5.8,6.8,Julián Hernández
Yeh Ballet,MOVIE,2020,117,drama,IN,Netflix,7.5,1335,5.098,7.7,Sooni Taraporevala
Out of My League,MOVIE,2020,90,romance,IT,Netflix,6.1,2734,12.019,7,Alice Filippi
Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,85,documentation,US,Netflix,6.8,7707,12.231,6.9,Donick Cary
The Stand In,MOVIE,2020,97,comedy,US,Netflix,4.7,3439,7.135,5.6,Jamie Babbit
Pete Davidson: Alive from New York,MOVIE,2020,49,comedy,US,Netflix,6.1,4212,4.737,6.1,Jason Orley
The Decline,MOVIE,2020,83,thriller,CA,Netflix,6,8782,7.679,6.2,Patrice Laliberté
Bheeshma,MOVIE,2020,151,comedy,IN,Netflix,6.5,4028,2.2,6.6,Venky Kudumula
Intuition,MOVIE,2020,116,thriller,AR,Netflix,5.5,2663,15.292,6.3,Alejandro Montiel
Bert Kreischer: Hey Big Boy,MOVIE,2020,62,comedy,US,Netflix,7,1973,3.936,7.2,Jeff Tomsic
Carmen Sandiego: To Steal or Not to Steal,MOVIE,2020,31,animation,CA,Netflix,6.4,564.5,5.246,6.4,Mike West
Forensic,MOVIE,2020,134,crime,IN,Netflix,6.8,5124,5.848,6.6,Anas Khan
Tom Segura: Ball Hog,MOVIE,2020,70,comedy,US,Netflix,7.3,2967,4.265,6.8,Rami Hachache
A Life of Speed: The Juan Manuel Fangio Story,MOVIE,2020,92,documentation,AR,Netflix,6.9,1854,5.826,7.2,
Marc Maron: End Times Fun,MOVIE,2020,71,comedy,US,Netflix,6.8,1934,2.864,7,Lynn Shelton
The Occupant,MOVIE,2020,103,thriller,ES,Netflix,6.4,17289,8.774,6.3,David Pastor
The Present,MOVIE,2020,24,drama,"QA,PS",Netflix,7,2589,2.628,7,Farah Nabulsi
Nobody Sleeps in the Woods Tonight,MOVIE,2020,102,horror,PL,Netflix,4.9,11603,91.502,5,Bartosz M. Kowalski
Torbaaz,MOVIE,2020,132,drama,IN,Netflix,6.9,17892,2.797,7.6,Girish Malik
Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,86,comedy,US,Netflix,7.4,2179,5.378,7.3,Chris Robinson
Villain,MOVIE,2020,97,crime,GB,Netflix,5.9,3324,4.029,5.9,Philip Barantini
Seriously Single,MOVIE,2020,107,comedy,ZA,Netflix,4.4,1266,7.403,7,Rethabile Ramaphakela
Showtime 1958,MOVIE,2020,110,drama,MY,Netflix,5.6,25,1.275,6.5,Anwardi Jamil
Kappela,MOVIE,2020,113,romance,IN,Netflix,7.5,3289,6.052,6.376866667,Muhammed Musthafa
My Octopus Teacher,MOVIE,2020,84,documentation,"ZA,GB",Netflix,8.1,52771,19.276,8,Pippa Ehrlich
Rising High,MOVIE,2020,94,comedy,DE,Netflix,5.9,5029,10.793,6.7,Cüneyt Kaya
The Most Dangerous Man in Europe,MOVIE,2020,68,documentation,ES,Netflix,6.8,215,4.58,6.9,Pedro De Echave
Unknown Origins,MOVIE,2020,96,crime,"AR,ES",Netflix,6.1,6769,8.534,6.1,David Galán Galindo
Love Like the Falling Rain,MOVIE,2020,86,drama,ID,Netflix,4.7,205,3.639,6.2,Lasja Fauzia
One-Way to Tomorrow,MOVIE,2020,90,comedy,TR,Netflix,5.6,4819,3.827,5.8,Ozan Açiktan
"Love, Guaranteed",MOVIE,2020,90,comedy,US,Netflix,5.6,17352,12.174,6.5,Mark Steven Johnson
Full Out 2: You Got This!,MOVIE,2020,90,family,US,Netflix,4.6,521,7.344,6.5,Jeff Deverett
The Yin-Yang Master: Dream of Eternity,MOVIE,2020,132,drama,CN,Netflix,6.4,4751,30.086,7.5,Jingming Guo
Si Doel the Movie 3,MOVIE,2020,93,drama,US,Netflix,6.5,132,5.4405,6.562987966,Rano Karno
Mariposa,MOVIE,2020,117,comedy,US,Netflix,6.9,725,3.8245,6.306750526,Fajar Bustomi
9to5: The Story of A Movement,MOVIE,2020,89,documentation,US,Netflix,7.4,238,1.777,6.8,Steven Bognar
American Pie Presents: Girls' Rules,MOVIE,2020,95,comedy,US,Netflix,6.3,1634,50.358,6.3,Mike Elliott
Krishna and His Leela,MOVIE,2020,125,comedy,US,Netflix,5.6,1579,3.8245,6.306750526,Ravikanth Perepu
Pokémon the Movie: Secrets of the Jungle,MOVIE,2020,99,family,JP,Netflix,6.4,1942,110.86,7.027,Tetsuo Yajima
Fate of Alakada,MOVIE,2020,114,comedy,NG,Netflix,6.9,55,1.307,10,Kayode Kasum
Kambili: The Whole 30 Yards,MOVIE,2020,119,romance,US,Netflix,6.8,43,2.103,6.376866667,Kayode Kasum
The Edge of All We Know,MOVIE,2020,99,documentation,US,Netflix,6.6,2422,7.7,6.8,Peter Galison
Dragons: Rescue Riders: Hunt for the Golden Dragon,MOVIE,2020,46,animation,US,Netflix,5.1,155,7.16,6.8,Greg Rankin
David A. Arnold Fat Ballerina,MOVIE,2020,60,comedy,US,Netflix,7.3,75,1.859,4.7,Milton Horowitz
All Day and a Night,MOVIE,2020,121,drama,US,Netflix,5.9,3752,7.586,6.2,Joe Robert Cole
Athlete A,MOVIE,2020,104,documentation,US,Netflix,7.6,10861,11.88,7.7,Bonni Cohen
Velvet Colección: Grand Finale,MOVIE,2020,82,comedy,"US,ES",Netflix,7.2,8,2.102,4,
A Secret Love,MOVIE,2020,83,documentation,US,Netflix,7.8,4409,12.806,7.4,Chris Bolan
Chris D'Elia: No Pain,MOVIE,2020,55,comedy,US,Netflix,5.9,1789,2.862,6.5,Matt D'Elia
Maska,MOVIE,2020,111,comedy,IN,Netflix,5.9,1451,1.752,6,Neeraj Udhwani
Not a Game,MOVIE,2020,32,documentation,ES,Netflix,3.6,1180,3.061,3.6,
LA Originals,MOVIE,2020,92,documentation,"US,AR",Netflix,7.2,1820,7.016,7.1,Estevan Oriol
David Batra: Elephant in The Room,MOVIE,2020,77,comedy,SE,Netflix,5.9,197,2.333,8,David Batra
Dangerous Lies,MOVIE,2020,96,thriller,US,Netflix,5.3,16943,11.808,6.4,Jim Agapito
Money Heist: The Phenomenon,MOVIE,2020,57,documentation,ES,Netflix,7.4,3482,43.094,7.5,Luis Alfaro
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",MOVIE,2020,44,documentation,CA,Netflix,8.6,1445,3.016,8.9,Amy Segal
The Lost Husband,MOVIE,2020,109,romance,US,Netflix,6.1,4739,7.282,7,Vicky Wight
Rich in Love,MOVIE,2020,104,comedy,BR,Netflix,6,2687,15.16,7.8,Bruno Garotti
Quiet,MOVIE,2020,102,drama,CL,Netflix,6.4,325,2.508,6.8,Luis Pérez García
The Christmas Chronicles: Part Two,MOVIE,2020,112,fantasy,US,Netflix,6,29538,44.178,6.6,Chris Columbus
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,80,comedy,US,Netflix,6.9,5376,8.317,6.4,Claire Scanlon
Debt Collectors,MOVIE,2020,97,action,US,Netflix,5.8,4347,15.007,6.1,Jesse V. Johnson
Murder to Mercy - The Cyntoia Brown Story,MOVIE,2020,96,documentation,US,Netflix,6.3,2776,10.875,7.1,Daniel H. Birman
"Yours Sincerely, Kanan Gill",MOVIE,2020,72,comedy,IN,Netflix,7.1,969,2.638,6.1,Neville Shah
Seized,MOVIE,2020,85,action,US,Netflix,5.3,2270,12.92,6.6,Isaac Florentine
Mrs. Serial Killer,MOVIE,2020,106,thriller,IN,Netflix,4.2,19484,5.325,6.4,Shirish Kunder
Legacy of Lies,MOVIE,2020,101,thriller,"NL,PL,UA,GB,US",Netflix,5,3493,10.179,5.6,Adrian Bol
The Wrong Missy,MOVIE,2020,90,romance,US,Netflix,5.7,39237,31.686,6.2,Tyler Spindel
Father Soldier Son,MOVIE,2020,99,war,US,Netflix,7.3,952,10.385,6.2,Leslye Davis
Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,60,comedy,US,Netflix,6.7,5128,4.296,6.2,Joe DeMaio
Made You Look: A True Story About Fake Art,MOVIE,2020,96,documentation,CA,Netflix,7,4230,4.929,7,Barry Avrich
The Last Days of American Crime,MOVIE,2020,149,action,US,Netflix,3.7,11465,9.916,6.7,Olivier Megaton
Nobody Knows I'm Here,MOVIE,2020,91,drama,CL,Netflix,6.5,4148,12.69,6.9,Gaspar Antillo
Lady Driver,MOVIE,2020,104,drama,US,Netflix,5.7,1538,13.497,6.3,Shaun Paul Piccinino
The Stand at Paxton County,MOVIE,2020,102,thriller,US,Netflix,6.3,1103,5.838,6,Brett Hedlund
Roped,MOVIE,2020,90,drama,US,Netflix,5.4,1436,10.847,6.3,Shaun Paul Piccinino
The Claudia Kishi Club,MOVIE,2020,17,documentation,US,Netflix,4.7,1180,1.135,4.7,Sue Ding
The Paramedic,MOVIE,2020,94,thriller,ES,Netflix,5.7,12396,11.497,6.1,Carles Torras
Becoming,MOVIE,2020,89,documentation,US,Netflix,6.8,6349,9.982,7.5,Nadia Hallgren
Eric Andre: Legalize Everything,MOVIE,2020,51,comedy,US,Netflix,6.1,2535,2.704,6.3,Eric Notarnicola
Project Power,MOVIE,2020,113,crime,US,Netflix,6,86407,22.48,6.5,Henry Joost
Jo Koy: In His Elements,MOVIE,2020,55,comedy,US,Netflix,5.4,469,3.871,5.6,Michael McKay
Lost Bullet,MOVIE,2020,92,thriller,"BE,FR",Netflix,6.3,9479,12.144,6.7,Guillaume Pierret
Desperados,MOVIE,2020,105,comedy,US,Netflix,5.2,10269,8.691,6.1,
Choked: Paisa Bolta Hai,MOVIE,2020,114,thriller,IN,Netflix,5.7,5380,3.885,6.7,Anurag Kashyap
Kenny Sebastian: The Most Interesting Person in the Room,MOVIE,2020,67,comedy,IN,Netflix,6,1007,3.062,6.9,Angshuman Ghosh
Feel the Beat,MOVIE,2020,107,comedy,"US,CA",Netflix,6.3,10967,18.004,7.7,Elissa Down
Under the Riccione Sun,MOVIE,2020,101,romance,IT,Netflix,5.5,2463,13.561,6.2,Younuts
George Lopez: We'll Do It for Half,MOVIE,2020,51,comedy,US,Netflix,5.7,452,2.137,5.6,Troy Miller
DNA,MOVIE,2020,90,drama,FR,Netflix,5.9,1052,5.874,6.2,Maïwenn
Bigfoot Family,MOVIE,2020,97,animation,"BE,FR",Netflix,5.8,2723,12.91,7.1,
Coven,MOVIE,2020,92,drama,"ES,FR,AR",Netflix,6.4,4754,7.981,6.752,Pablo Agüero
Love and Fury,MOVIE,2020,93,documentation,US,Netflix,6.6,28,0.865,6.963309278,Sterlin Harjo
This Lady Called Life,MOVIE,2020,120,drama,NG,Netflix,6.7,65,1.709,6.562987966,Kayode Kasum
The Swarm,MOVIE,2020,101,horror,FR,Netflix,5.3,6892,11.418,5.817,Just Philippot
Larry the Cable Guy: Remain Seated,MOVIE,2020,67,comedy,US,Netflix,6.6,268,2.336,6.8,Brian Volk-Weiss
Bulbbul,MOVIE,2020,94,fantasy,IN,Netflix,6.5,11844,23.407,6.7,Anvita Dutt
Little Big Women,MOVIE,2020,123,drama,TW,Netflix,7.2,2330,8.954,7.8,Joseph Chen-Chieh Hsu
One Take,MOVIE,2020,85,documentation,DE,Netflix,5.9,52,0.6,6.963309278,Manatsanun Phanlerdwongsakul
Ghosts of War,MOVIE,2020,94,war,GB,Netflix,5.5,9953,37.368,6,Eric Bress
Dark City Beneath the Beat,MOVIE,2020,65,documentation,US,Netflix,6.6,141,2.303,7,TT The Artist
Sky Tour: The Movie,MOVIE,2020,94,music,US,Netflix,5.5,1041,2.554,7.031959184,Son Tung Mtp
Chaman Bahar,MOVIE,2020,111,drama,IN,Netflix,6.9,6926,1.967,5.3,Apurva Dhar Badgaiyann
Tell Me When,MOVIE,2020,95,romance,MX,Netflix,5.7,1002,4.971,6.4,Gerardo Gatica González
Thiago Ventura: POKAS,MOVIE,2020,82,comedy,BR,Netflix,6.4,196,3.815,7.1,Joana Mazzucchelli
The Claus Family,MOVIE,2020,96,comedy,BE,Netflix,5.5,2022,6.659,5.7,Matthias Temmermans
Xico's Journey,MOVIE,2020,85,family,MX,Netflix,5.1,544,48.067,6.6,Eric Cabello
Enola Holmes,MOVIE,2020,123,crime,US,Netflix,6.6,162511,22.461,7.3,Harry Bradbeer
The Larva Island Movie,MOVIE,2020,89,animation,KR,Netflix,5.1,655,71.987,7.2,Byoung-Wook Ahn
Jim Jefferies: Intolerant,MOVIE,2020,66,comedy,US,Netflix,7.2,2872,5.264,7.2,Scott Zabielski
We Are One,MOVIE,2020,86,documentation,FR,Netflix,4.7,93,3.168,5.8,Stéphane de Freitas
Jack Whitehall: I'm Only Joking,MOVIE,2020,58,comedy,GB,Netflix,6.6,1519,3.128,6.1,Dave Skinner
Urzila Carlson: Overqualified Loser,MOVIE,2020,62,comedy,US,Netflix,6.3,366,2.95,4.9,Hayden Guppy
2 Hearts,MOVIE,2020,100,drama,US,Netflix,6.2,3801,16.578,7.7,Lance Hool
The F**k-It List,MOVIE,2020,103,comedy,US,Netflix,5.1,5866,12.194,6.2,Michael Duggan
Girl's Revenge,MOVIE,2020,81,drama,TW,Netflix,5.7,204,12.91,5.1,Weica Wang
The Outpost,MOVIE,2020,123,history,"BG,US",Netflix,6.8,32952,31.294,6.9,Rod Lurie
Work It,MOVIE,2020,93,comedy,US,Netflix,6.1,13242,14.953,7.7,Laura Terruso
Dragons: Rescue Riders: Secrets of the Songwing,MOVIE,2020,45,animation,US,Netflix,5,181,15.106,8,Greg Rankin
The 2nd,MOVIE,2020,93,action,US,Netflix,3.8,8590,12.089,5.5,Brian Skiba
Hard Kill,MOVIE,2020,98,thriller,US,Netflix,3.3,19750,13.322,5.1,Matt Eskandari
"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020,44,comedy,US,Netflix,5.5,716,3.231,6.4,Tyler Spindel
Sam Jay: 3 in the Morning,MOVIE,2020,64,comedy,US,Netflix,6.4,520,3.01,6.4,Kristian Mercado
Raat Akeli Hai,MOVIE,2020,149,crime,IN,Netflix,7.3,17570,4.929,7.2,Honey Trehan
Dogwashers,MOVIE,2020,107,crime,"AR,CO",Netflix,5.8,601,29.101,6.313,Carlos Moreno
Malibu Rescue: The Next Wave,MOVIE,2020,70,comedy,US,Netflix,4.8,841,8.488,6.5,Savage Steve Holland
The Sleepover,MOVIE,2020,103,action,US,Netflix,5.6,10399,9.88,6.5,Trish Sie
Concrete Cowboy,MOVIE,2020,111,western,"US,GB",Netflix,6.3,8660,8.139,6.2,Ricky Staub
All Together Now,MOVIE,2020,92,drama,US,Netflix,6.5,4388,7.402,6.8,Brett Haley
Anelka: Misunderstood,MOVIE,2020,94,documentation,FR,Netflix,6.4,3174,7.071,6.5,Franck Nataf
The Magic School Bus Rides Again: Kids in Space,MOVIE,2020,45,action,CA,Netflix,6.1,86,3.821,7.6,Richard Weston
Fearless,MOVIE,2020,89,animation,CA,Netflix,4.9,1735,17.412,6.2,Cory Edwards
Octonauts and the Caves of Sac Actun,MOVIE,2020,72,family,GB,Netflix,6.2,181,14.626,6.7,Blair Simmons
